company_name,title,description,url,publishedAt,source
adidas,"The Confusing Circumstances Of Kanye West’s ‘Donda 2’ Climbing Streaming Charts, Explained","The album appears under name of West’s mother, “Donda,” instead of his own. It’s already No. 4 on iTunes.",https://www.forbes.com/sites/conormurray/2025/04/30/the-confusing-circumstances-of-kanye-wests-donda-2-climbing-streaming-charts-explained/,2025-04-30 15:21:02+00:00,Forbes
adidas,"Marketers Get More Responsibility, Clout And AI","Also in today's Forbes CMO Newsletter: Elon Musk’s brand wears thin on Tesla, foreign tourists look elsewhere for vacation, Meta urged to revisit hateful conduct policy.",https://www.forbes.com/sites/cmo/2025/04/30/marketers-get-more-responsibility-clout-and-ai/,2025-04-30 16:48:47+00:00,Forbes
adidas,Andre Agassi Wins And Loses In Pickleball Pro Debut As Game Sprouts,Andre Agassi won on his professional debut at the U.S. Open Pickleball Championships. The game is growing faster than ever with the public. Can pickleball make good TV?,https://www.forbes.com/sites/timellis/2025/05/01/andre-agassi-wins-and-loses-in-pickleball-pro-debut-as-game-sprouts/,2025-05-01 09:42:20+00:00,Forbes
adidas,Tariff Impact: GM Guidance Shifts As Price Hikes Hit 7 Big Brands,"Major brands announce consumer price increases, as General Motors pulls its 2025 forecast due to tariff changes.",https://www.forbes.com/sites/chriswestfall/2025/05/02/tariff-impact-gm-guidance-shifts-as-price-hikes-hit-7-big-brands/,2025-05-02 19:00:09+00:00,Forbes
adidas,"Nike, Adidas, and other major sneaker brands urge Trump to spare shoes from 'hurtful' tariffs","Shoe brands like Nike and Adidas said that they are ""uniquely vulnerable"" to the impact of Trump's trade war.",https://www.businessinsider.com/footwear-brands-urge-trump-to-exempt-shoes-from-tariffs-2025-5,2025-05-03 15:26:46+00:00,Business Insider
adidas,"Nike, Adidas, and other major sneaker brands urge Trump to spare shoes from 'hurtful' tariffs","Shoe brands like Nike and Adidas said that they are ""uniquely vulnerable"" to the impact of Trump's trade war.",https://www.businessinsider.com/footwear-brands-urge-trump-to-exempt-shoes-from-tariffs-2025-5,2025-05-03 15:26:46+00:00,Business Insider
adidas,"Nike, Adidas, and other major sneaker brands urge Trump to spare shoes from 'hurtful' tariffs","Shoe brands like Nike and Adidas said that they are ""uniquely vulnerable"" to the impact of Trump's trade war.",https://www.businessinsider.com/footwear-brands-urge-trump-to-exempt-shoes-from-tariffs-2025-5,2025-05-03 15:26:46+00:00,Business Insider
adidas,Here's how tariffs are hitting consumer brands from Coca-Cola to Amazon,"From Amazon to Coca-Cola, companies that sell things to shoppers are talking about the effects of tariffs on their earnings calls.",https://www.businessinsider.com/tariffs-effects-retailers-consumer-brands-hasbro-coca-cola-amazon-adidas-2025-5,2025-05-04 10:11:01+00:00,Business Insider
adidas,Here's how tariffs are hitting consumer brands from Coca-Cola to Amazon,"From Amazon to Coca-Cola, companies that sell things to shoppers are talking about the effects of tariffs on their earnings calls.",https://www.businessinsider.com/tariffs-effects-retailers-consumer-brands-hasbro-coca-cola-amazon-adidas-2025-5,2025-05-04 10:11:01+00:00,Business Insider
adidas,Here's how tariffs are hitting consumer brands from Coca-Cola to Amazon,"From Amazon to Coca-Cola, companies that sell things to shoppers are talking about the effects of tariffs on their earnings calls.",https://www.businessinsider.com/tariffs-effects-retailers-consumer-brands-hasbro-coca-cola-amazon-adidas-2025-5,2025-05-04 10:11:01+00:00,Business Insider
adidas,Sydney McLaughlin-Levrone Runs 400-Meter Hurdle World Lead In Miami At Grand Slam Track,"Day two of Grand Slam Track in Miami leaves fans excited for day three after many incredible performances from Sydney McLaughlin-Levrone, Gabby Thomas, and Masai Russell.",https://www.forbes.com/sites/katelynhutchison/2025/05/04/sydney-mclaughlin-levrone-runs-400-meter-hurdle-world-lead-in-miami-at-grand-slam-track/,2025-05-04 18:43:49+00:00,Forbes
adidas,Sydney McLaughlin-Levrone Runs 400-Meter Hurdle World Lead In Miami At Grand Slam Track,"Day two of Grand Slam Track in Miami leaves fans excited for day three after many incredible performances from Sydney McLaughlin-Levrone, Gabby Thomas, and Masai Russell.",https://www.forbes.com/sites/katelynhutchison/2025/05/04/sydney-mclaughlin-levrone-runs-400-meter-hurdle-world-lead-in-miami-at-grand-slam-track/,2025-05-04 18:43:49+00:00,Forbes
adidas,Sydney McLaughlin-Levrone Runs 400-Meter Hurdle World Lead In Miami At Grand Slam Track,"Day two of Grand Slam Track in Miami leaves fans excited for day three after many incredible performances from Sydney McLaughlin-Levrone, Gabby Thomas, and Masai Russell.",https://www.forbes.com/sites/katelynhutchison/2025/05/04/sydney-mclaughlin-levrone-runs-400-meter-hurdle-world-lead-in-miami-at-grand-slam-track/,2025-05-04 18:43:49+00:00,Forbes
adidas,Skechers Sells For $9 Billion After Warning Trump’s Tariffs Pose ‘Existential Threat’,"The footwear giant pulled its full-year forecast earlier this year, citing “macroeconomic uncertainty stemming from global trade policies.”",https://www.forbes.com/sites/tylerroush/2025/05/05/skechers-sells-for-9-billion-after-warning-trumps-tariffs-pose-existential-threat/,2025-05-05 14:43:44+00:00,Forbes
adidas,Skechers Sells For $9 Billion After Warning Trump’s Tariffs Pose ‘Existential Threat’,"The footwear giant pulled its full-year forecast earlier this year, citing “macroeconomic uncertainty stemming from global trade policies.”",https://www.forbes.com/sites/tylerroush/2025/05/05/skechers-sells-for-9-billion-after-warning-trumps-tariffs-pose-existential-threat/,2025-05-05 14:43:44+00:00,Forbes
adidas,Skechers Sells For $9 Billion After Warning Trump’s Tariffs Pose ‘Existential Threat’,"The footwear giant pulled its full-year forecast earlier this year, citing “macroeconomic uncertainty stemming from global trade policies.”",https://www.forbes.com/sites/tylerroush/2025/05/05/skechers-sells-for-9-billion-after-warning-trumps-tariffs-pose-existential-threat/,2025-05-05 14:43:44+00:00,Forbes
adidas,Staying Positive In A Negative World,"In tough times, realistic optimism—not denial—is a leader’s best tool to inspire resilience, reduce fear, and guide teams through uncertainty.",https://www.forbes.com/sites/harrykraemer/2025/05/05/staying-positive-in-a-negative-world/,2025-05-05 16:08:05+00:00,Forbes
adidas,Staying Positive In A Negative World,"In tough times, realistic optimism—not denial—is a leader’s best tool to inspire resilience, reduce fear, and guide teams through uncertainty.",https://www.forbes.com/sites/harrykraemer/2025/05/05/staying-positive-in-a-negative-world/,2025-05-05 16:08:05+00:00,Forbes
adidas,Staying Positive In A Negative World,"In tough times, realistic optimism—not denial—is a leader’s best tool to inspire resilience, reduce fear, and guide teams through uncertainty.",https://www.forbes.com/sites/harrykraemer/2025/05/05/staying-positive-in-a-negative-world/,2025-05-05 16:08:05+00:00,Forbes
adidas,"I have a side hustle training AI and reviewing online ads. Some tasks are random, but as a mom, I love the flexibility.","Mom Brook Hansen told BI she's worked on tasks such as chatbot training, ad reviews and voice recordings as a freelance data worker.",https://www.businessinsider.com/data-worker-side-gig-freelance-training-reviewing-ads-2025,2025-05-07 13:45:28+00:00,Business Insider
adidas,"I have a side hustle training AI and reviewing online ads. Some tasks are random, but as a mom, I love the flexibility.","Mom Brook Hansen told BI she's worked on tasks such as chatbot training, ad reviews and voice recordings as a freelance data worker.",https://www.businessinsider.com/data-worker-side-gig-freelance-training-reviewing-ads-2025,2025-05-07 13:45:28+00:00,Business Insider
adidas,"I have a side hustle training AI and reviewing online ads. Some tasks are random, but as a mom, I love the flexibility.","Mom Brook Hansen told BI she's worked on tasks such as chatbot training, ad reviews and voice recordings as a freelance data worker.",https://www.businessinsider.com/data-worker-side-gig-freelance-training-reviewing-ads-2025,2025-05-07 13:45:28+00:00,Business Insider
adidas,3G Capital Unfazed By Trade War With China In $9 Billion Skechers Deal,"For 3G Capital, which has made more than $20 billion on Burger King, Trump’s tariffs presented a rare opportunity to spear a big fish at a discount price.",https://www.forbes.com/sites/hanktucker/2025/05/07/3g-capital-unfazed-by-trade-war-with-china-in-9-billion-skechers-deal/,2025-05-07 20:14:19+00:00,Forbes
adidas,3G Capital Unfazed By Trade War With China In $9 Billion Skechers Deal,"For 3G Capital, which has made more than $20 billion on Burger King, Trump’s tariffs presented a rare opportunity to spear a big fish at a discount price.",https://www.forbes.com/sites/hanktucker/2025/05/07/3g-capital-unfazed-by-trade-war-with-china-in-9-billion-skechers-deal/,2025-05-07 20:14:19+00:00,Forbes
adidas,3G Capital Unfazed By Trade War With China In $9 Billion Skechers Deal,"For 3G Capital, which has made more than $20 billion on Burger King, Trump’s tariffs presented a rare opportunity to spear a big fish at a discount price.",https://www.forbes.com/sites/hanktucker/2025/05/07/3g-capital-unfazed-by-trade-war-with-china-in-9-billion-skechers-deal/,2025-05-07 20:14:19+00:00,Forbes
adidas,The World’s Highest-Paid Athletes 25 And Under For 2025,"Among the 50 top-earning athletes on Forbes' 2025 list, only five are 25 or younger. See the stars who earned at least $55 million over the past year and made the cut.",https://www.forbes.com/sites/brettknight/2025/05/15/the-worlds-highest-paid-athletes-25-and-under-for-2025/,2025-05-15 10:30:00+00:00,Forbes
adidas,The World’s Highest-Paid Athletes 25 And Under For 2025,"Among the 50 top-earning athletes on Forbes' 2025 list, only five are 25 or younger. See the stars who earned at least $55 million over the past year and made the cut.",https://www.forbes.com/sites/brettknight/2025/05/15/the-worlds-highest-paid-athletes-25-and-under-for-2025/,2025-05-15 10:30:00+00:00,Forbes
adidas,The World’s Highest-Paid Athletes 25 And Under For 2025,"Among the 50 top-earning athletes on Forbes' 2025 list, only five are 25 or younger. See the stars who earned at least $55 million over the past year and made the cut.",https://www.forbes.com/sites/brettknight/2025/05/15/the-worlds-highest-paid-athletes-25-and-under-for-2025/,2025-05-15 10:30:00+00:00,Forbes
adidas,The World’s 10 Highest-Paid Athletes 2025,"On Forbes' list of the top-earning athletes, 10 surpassed $101 million. See who ranked at the top, including three NBA stars, an NFL quarterback—and Cristiano Ronaldo.",https://www.forbes.com/sites/brettknight/2025/05/15/the-worlds-10-highest-paid-athletes-2025/,2025-05-15 10:30:02+00:00,Forbes
adidas,The World’s 10 Highest-Paid Athletes 2025,"On Forbes' list of the top-earning athletes, 10 surpassed $101 million. See who ranked at the top, including three NBA stars, an NFL quarterback—and Cristiano Ronaldo.",https://www.forbes.com/sites/brettknight/2025/05/15/the-worlds-10-highest-paid-athletes-2025/,2025-05-15 10:30:02+00:00,Forbes
adidas,The World’s 10 Highest-Paid Athletes 2025,"On Forbes' list of the top-earning athletes, 10 surpassed $101 million. See who ranked at the top, including three NBA stars, an NFL quarterback—and Cristiano Ronaldo.",https://www.forbes.com/sites/brettknight/2025/05/15/the-worlds-10-highest-paid-athletes-2025/,2025-05-15 10:30:02+00:00,Forbes
adidas,This Track Athlete Used To Work The Deli Counter At Walmart. Now He’s One Of USA’s Best Hurdlers,Dylan Beard's dream is to become one of the world's top hurdlers. He's inching closer and closer to that reality in 2025. Here's his story.,https://www.forbes.com/sites/corymull/2025/05/16/this-track-athlete-used-to-work-the-deli-counter-at-walmart-now-hes-one-of-usas-best-hurdlers/,2025-05-16 12:49:19+00:00,Forbes
adidas,This Track Athlete Used To Work The Deli Counter At Walmart. Now He’s One Of USA’s Best Hurdlers,Dylan Beard's dream is to become one of the world's top hurdlers. He's inching closer and closer to that reality in 2025. Here's his story.,https://www.forbes.com/sites/corymull/2025/05/16/this-track-athlete-used-to-work-the-deli-counter-at-walmart-now-hes-one-of-usas-best-hurdlers/,2025-05-16 12:49:19+00:00,Forbes
adidas,This Track Athlete Used To Work The Deli Counter At Walmart. Now He’s One Of USA’s Best Hurdlers,Dylan Beard's dream is to become one of the world's top hurdlers. He's inching closer and closer to that reality in 2025. Here's his story.,https://www.forbes.com/sites/corymull/2025/05/16/this-track-athlete-used-to-work-the-deli-counter-at-walmart-now-hes-one-of-usas-best-hurdlers/,2025-05-16 12:49:19+00:00,Forbes
adidas,Best Vionic coupon and promo codes we've tested in May 2025,Vionic's orthotic shoes are cute and comfortable to wear all day long. Score a discount on your next order with the best Vionic coupons in 2025.,https://www.businessinsider.com/guides/deals/best-vionic-coupon-promo-discount-codes,2025-05-16 18:38:35+00:00,Business Insider
adidas,Best Vionic coupon and promo codes we've tested in May 2025,Vionic's orthotic shoes are cute and comfortable to wear all day long. Score a discount on your next order with the best Vionic coupons in 2025.,https://www.businessinsider.com/guides/deals/best-vionic-coupon-promo-discount-codes,2025-05-16 18:38:35+00:00,Business Insider
adidas,Best Vionic coupon and promo codes we've tested in May 2025,Vionic's orthotic shoes are cute and comfortable to wear all day long. Score a discount on your next order with the best Vionic coupons in 2025.,https://www.businessinsider.com/guides/deals/best-vionic-coupon-promo-discount-codes,2025-05-16 18:38:35+00:00,Business Insider
adidas,"My e-commerce business sells pickleball paddles made in China. Tariffs haven't hit yet, but I'm ready to make one strategic shift.","I've avoided tariffs so far but couldn't help but wonder, should I be worried about working exclusively with suppliers in China?",https://www.businessinsider.com/how-to-mitigate-trump-tariffs-ecommerce-business-diversify-supply-chain-2025-5,2025-05-17 11:02:01+00:00,Business Insider
adidas,"My e-commerce business sells pickleball paddles made in China. Tariffs haven't hit yet, but I'm ready to make one strategic shift.","I've avoided tariffs so far but couldn't help but wonder, should I be worried about working exclusively with suppliers in China?",https://www.businessinsider.com/how-to-mitigate-trump-tariffs-ecommerce-business-diversify-supply-chain-2025-5,2025-05-17 11:02:01+00:00,Business Insider
adidas,"My e-commerce business sells pickleball paddles made in China. Tariffs haven't hit yet, but I'm ready to make one strategic shift.","I've avoided tariffs so far but couldn't help but wonder, should I be worried about working exclusively with suppliers in China?",https://www.businessinsider.com/how-to-mitigate-trump-tariffs-ecommerce-business-diversify-supply-chain-2025-5,2025-05-17 11:02:01+00:00,Business Insider
adidas,Chiefs Star Patrick Mahomes Partners With Airbnb For Unique Experience,"Guests can sign up via Airbnb for a free day of hanging out with Patrick Mahomes and drinking, eating and playing sports.",https://www.forbes.com/sites/jefffedotin/2025/05/18/chiefs-star-patrick-mahomes-partners-with-airbnb-on-unique-experience/,2025-05-18 22:15:00+00:00,Forbes
adidas,Chiefs Star Patrick Mahomes Partners With Airbnb For Unique Experience,"Guests can sign up via Airbnb for a free day of hanging out with Patrick Mahomes and drinking, eating and playing sports.",https://www.forbes.com/sites/jefffedotin/2025/05/18/chiefs-star-patrick-mahomes-partners-with-airbnb-on-unique-experience/,2025-05-18 22:15:00+00:00,Forbes
adidas,Chiefs Star Patrick Mahomes Partners With Airbnb For Unique Experience,"Guests can sign up via Airbnb for a free day of hanging out with Patrick Mahomes and drinking, eating and playing sports.",https://www.forbes.com/sites/jefffedotin/2025/05/18/chiefs-star-patrick-mahomes-partners-with-airbnb-on-unique-experience/,2025-05-18 22:15:00+00:00,Forbes
adidas,Adidas quietly exits the kangaroo skin trade - Fashion Dive,,https://news.google.com/rss/articles/CBMigAFBVV95cUxNaE1RRWN0OHo1WFRZaDlZZ291enY2QXNFZzBpSTBnZUNaeW5YWFFVLXVqYzFUeVVOVW1BQUMxYkJhYkNZdzNQZHVZLWktODJtSXZMZUJwNU5oWl9qY3dheElSYm9QemZlVnFDZVlCSXlSRXhHRnc3Vnl4eUp3bEQ2bw?oc=5,2025-05-20 00:00:00+00:00,News
adidas,Fresh Juice Creative Agency: Where Cultural Authenticity Meets Commercial Success,This approach prioritizes lived experiences where authentic storytelling takes center stage.,https://www.forbes.com/sites/stephanietharpe/2025/05/20/fresh-juice-creative-agency-where-cultural-authenticity-meets-commercial-success/,2025-05-20 23:12:35+00:00,Forbes
adidas,Fresh Juice Creative Agency: Where Cultural Authenticity Meets Commercial Success,This approach prioritizes lived experiences where authentic storytelling takes center stage.,https://www.forbes.com/sites/stephanietharpe/2025/05/20/fresh-juice-creative-agency-where-cultural-authenticity-meets-commercial-success/,2025-05-20 23:12:35+00:00,Forbes
adidas,Fresh Juice Creative Agency: Where Cultural Authenticity Meets Commercial Success,This approach prioritizes lived experiences where authentic storytelling takes center stage.,https://www.forbes.com/sites/stephanietharpe/2025/05/20/fresh-juice-creative-agency-where-cultural-authenticity-meets-commercial-success/,2025-05-20 23:12:35+00:00,Forbes
adidas,Steve Madden sues Adidas to thwart challenges to shoe designs - Reuters,,https://news.google.com/rss/articles/CBMiogFBVV95cUxOdnpJdk1qLTEwQVpSaUtjenA5Z195OHNyS0gyblFEWWI1YXpqX0NkUmpWbDhFN21VblEwQlpzMTJ5RHprRnZRb2FrRV8yVUkwbWE2Vk5yTU1SYWVDb3gyUEYyblo1NVZJV19KMmdZMnh6UkhMbV95NGo1NHh2c0k5UVE3ZE8ybFl6ZnZ2REROMDlQVGlGMkJKWk1yXzlBcV9CUkE?oc=5,2025-05-21 00:00:00+00:00,News
adidas,How Does The Dick’s-Foot Locker Merger Impact Nike’s Valuation?,"The agreement highlights the ongoing strength and strategic relevance of the sports retail industry, even in the face of persisting tariff pressures and varying consum...",https://www.forbes.com/sites/greatspeculations/2025/05/21/how-does-the-dicks-foot-locker-merger-impact-nikes-valuation/,2025-05-21 11:00:53+00:00,Forbes
adidas,How Does The Dick’s-Foot Locker Merger Impact Nike’s Valuation?,"The agreement highlights the ongoing strength and strategic relevance of the sports retail industry, even in the face of persisting tariff pressures and varying consum...",https://www.forbes.com/sites/greatspeculations/2025/05/21/how-does-the-dicks-foot-locker-merger-impact-nikes-valuation/,2025-05-21 11:00:53+00:00,Forbes
adidas,How Does The Dick’s-Foot Locker Merger Impact Nike’s Valuation?,"The agreement highlights the ongoing strength and strategic relevance of the sports retail industry, even in the face of persisting tariff pressures and varying consum...",https://www.forbes.com/sites/greatspeculations/2025/05/21/how-does-the-dicks-foot-locker-merger-impact-nikes-valuation/,2025-05-21 11:00:53+00:00,Forbes
adidas,Nike Will Raise Prices On Some Apparel Items By June 1,Consumers will experience the price hike next month while Nike retail partners are expected to see them by July.,https://www.forbes.com/sites/antoniopequenoiv/2025/05/21/nike-will-raise-prices-on-some-apparel-items-by-june-1/,2025-05-21 23:59:10+00:00,Forbes
adidas,Nike Will Raise Prices On Some Apparel Items By June 1,Consumers will experience the price hike next month while Nike retail partners are expected to see them by July.,https://www.forbes.com/sites/antoniopequenoiv/2025/05/21/nike-will-raise-prices-on-some-apparel-items-by-june-1/,2025-05-21 23:59:10+00:00,Forbes
adidas,Nike Will Raise Prices On Some Apparel Items By June 1,Consumers will experience the price hike next month while Nike retail partners are expected to see them by July.,https://www.forbes.com/sites/antoniopequenoiv/2025/05/21/nike-will-raise-prices-on-some-apparel-items-by-june-1/,2025-05-21 23:59:10+00:00,Forbes
adidas,adidas Originals and Sporty & Rich Celebrate Court Nostalgia with their Latest Collection - adidas News,,https://news.google.com/rss/articles/CBMi9AFBVV95cUxOOVBRc2Z5NEZaV3hCY0d0ajE3M2kxd2s0aXFqeGkzVFVBb2YtNjhyQVNKWHE3QTdsMHFoMHR5aUZqNHlMcDZnSXk3RFRhTHRzTUhwSEdGeU4ySGlqNXd5ZzBhUjFKUDBnTVNiZ2pyVm80RVJNbUotZTR5eng4MTgwZnNEbUlTVDlKNXN0eEQ5b1dXeVo1VVhzdVlsYzROOHUxdWo1am1DNG1jN0FrR1MzMWVyMUtpZHRUOUFHUUwwWFVNTTZNNDRwZWpNeDdOWnVjeXNrT25EZVhjMk5uS1IxUUg1ZjJuNldoaC1IMDdHZGJ5UUUt?oc=5,2025-05-22 00:00:00+00:00,News
adidas,"Adidas, Puma expected to hike sportswear prices following Nike as US tariffs hit - Reuters",,https://news.google.com/rss/articles/CBMizwFBVV95cUxNLVlZR08tR0ptV2pBVkxwdTJZYk9pRk1fZHNocE8zYlZmNFlvTzI3cTZxOGdfR0ZkYkZRMjdCaWJ5LVNwVU1rMDdWZUJ2R3g5TnlTZE5ESk42Uk1PQW1ULWRTZ2hGU0k5Vzg1b20wSER5TU0tYjNwdUV5OFp4RkstZ0lCNU9ROGYxc0NBVkxJdlpSbkpLaUUtLTl5OVVPT2hnUFZMdi02emtyb0RMVFMzUDFsM21tZGRkRXZjeFJoTVFQSG9iN1VOTHFnQkpmNGc?oc=5,2025-05-22 00:00:00+00:00,News
adidas,Data Security Information - adidas Group,,https://news.google.com/rss/articles/CBMiaEFVX3lxTE5oaUlneHlYMWtjUThybXRBanBzUFJWVFc3VFFCdXQwOC1oUEYwM2ktc2xNd0RhdldrcHpjZU1raDd1M0w2SkpuOXRqQmRnbkJmVFRsUGFrUEJRTjFpYjc4S1FMQTBKVzZI?oc=5,2025-05-23 00:00:00+00:00,News
adidas,Adidas warns of consumer data breach - Reuters,,https://news.google.com/rss/articles/CBMimgFBVV95cUxPc0txNkNyeUZESGFJUEtlWE1teDRQa1JZMTFVNU5GaV9RcTgxNlhIZDF1QnBMX2J0VlprVkZmT0d6NENQcXYxMHU3QkkzTlowSGJkX1AwQmZBZGJtLS1JUDVTUWNrR0UyWW95RU5WRXZ4bkhjdmFUbDRJa0RuSG5zY1Q4cVNuMGpVTDY4ZXlkRDJiVmNyS1dWazRR?oc=5,2025-05-23 00:00:00+00:00,News
adidas,Zeno Power Raises $50 Million To Fuel U.S. In The Space Race,"Zeno Power’s nuclear batteries are heading to NASA and the DoD. Plus: creators turned reality stars, why talent isn’t everything, and more in this week’s U30 newsletter.",https://www.forbes.com/sites/zoyahasan/2025/05/23/this-under-30-startup-raised-50-million-to-power-us-in-the-space-race/,2025-05-23 12:00:00+00:00,Forbes
adidas,Zeno Power Raises $50 Million To Fuel U.S. In The Space Race,"Zeno Power’s nuclear batteries are heading to NASA and the DoD. Plus: creators turned reality stars, why talent isn’t everything, and more in this week’s U30 newsletter.",https://www.forbes.com/sites/zoyahasan/2025/05/23/this-under-30-startup-raised-50-million-to-power-us-in-the-space-race/,2025-05-23 12:00:00+00:00,Forbes
adidas,Zeno Power Raises $50 Million To Fuel U.S. In The Space Race,"Zeno Power’s nuclear batteries are heading to NASA and the DoD. Plus: creators turned reality stars, why talent isn’t everything, and more in this week’s U30 newsletter.",https://www.forbes.com/sites/zoyahasan/2025/05/23/this-under-30-startup-raised-50-million-to-power-us-in-the-space-race/,2025-05-23 12:00:00+00:00,Forbes
adidas,Adidas’ Memorial Day Sale Has Editor-loved Sneakers and Travel Pants Starting at $18 - Travel + Leisure,,https://news.google.com/rss/articles/CBMigAFBVV95cUxQdVZLZEZDTDUzd2oyYXBXQUhhVVNzNDVqd05fYUF6LTBJWUJXcTFQb29TelRFYTZZRGY2V2tqUTI3Y3FJbWczZ1ZhMVl6b0hHWndjRVRFZ0ctNWl5TFMwSDg3Q1g5SVJQS2x2aUoyWHBLemoyUkdhZFR2N0I2RFRmVw?oc=5,2025-05-24 00:00:00+00:00,News
adidas,How On is taking on Nike and Adidas in the sneaker race - CNBC,,https://news.google.com/rss/articles/CBMic0FVX3lxTFBZcmJYdnJuN1dCRlhNYVVFTnpzaVVUNXNKWTBlRER2dWhIV2R4aWV3bmZTaDFVckdGaEY4VmF1ZmUtWF9lQXpRZ1FrN0puRUNYSmx2SFJLMXA1YjFwTlVOdEt6ekxBZ1BOUXk4d0xUSXFSZ2PSAXhBVV95cUxOM2wwU3pqYTNVMkgxNS1WVzUwOGU0ZFBYUW5XaDkyTkVKZDRIb2NuSm9UREhiLXJYM0s1V3lUOVFwTlBTbUpQMWtNQkl2WTVMYWhqUko0YXdxU2xSaF9SaDRFdlM5R05GdG91a09KQkZpeVYzZWVBMjU?oc=5,2025-05-24 00:00:00+00:00,News
adidas,Adidas: Customer Contact Info Stolen in Data Breach - PYMNTS.com,,https://news.google.com/rss/articles/CBMimAFBVV95cUxQQ2JSa2RtWEYtbGlkM184V2pYaXJQMHRfZVhERzN6NDlJVjVFU3dDT0tJQVNnekN3LWczUlg4dHU5VEdvZTFwUFJpQTVhZk1vQ3o5enF2VXMxTWRPcUp5WVdzXzdsQVdSVWxyV2Z4YjFzVjRfZ1pKN1JUS1F4X2RjaDJzM3MzLWNtVHMwT2d1VU4xM0w4RUhHMQ?oc=5,2025-05-25 00:00:00+00:00,News
adidas,COMO 1907 X RHUDE X ADIDAS: A JERSEY THAT BRIDGES LA AND LAKE COMO CULTURE - comofootball.com,,https://news.google.com/rss/articles/CBMipAFBVV95cUxQeldVVFllbXRjVlNBcFBJVEVBcXotbTZkam5xejBRLUNxWk12OXpvb3NxM3czbzk4Rl8wMV9GRWZjc3R6dDhfUTlabFR5TXFNRmt1NEdReTJzNFZ1eVIxRmdzVEZDX05uN18wcUhjVzhkTVJxRlBzbERzUGpRNjhrWHpZV015YVZMMEkyTVJ4QXhNOVlXSVN2QXU5alpWN19WQTNmXw?oc=5,2025-05-25 00:00:00+00:00,News
